product_url,item_type,image_link,auction_date,location,product_name,lot_id,auctioner,website,description
https://bid.mdavisgroup.com/auctions/8351/bscm-10350/lot-details/60ba2839-a3d5-495c-a482-af1e014ab788,steel,https://portal-images.azureedge.net/tenants/shared/image-not-found.png?h=175,09 Nov 2022 11:00 ET,"Showmakersville, Pennsylvania",Stainless Steel Panel,1970,Bottling and Packaging Equipment Auction,mdavisgroup,Stainless Steel Panel
https://bid.mdavisgroup.com/auctions/8351/bscm-10350/lot-details/97908787-399e-4393-8d6e-af1e014ab49f,steel,https://portal-images.azureedge.net/tenants/shared/image-not-found.png?h=175,09 Nov 2022 11:00 ET,"Showmakersville, Pennsylvania",Stainless Steel Table Top Conveyor - All Stainless construction mounted on two pedistal legs. - 3-,155,Bottling and Packaging Equipment Auction,mdavisgroup,Stainless Steel Table Top Conveyor   - All Stainless construction mounted on two pedistal legs.  - 3-1/4' table top chain on a 48' long conveyor.  - DC drive motor and gearhead.  - Comes with collapsible parts tray.  - Unit stands approximately 36' off floor.
https://bid.mdavisgroup.com/auctions/8357/bscm-10335/lot-details/8dace7b0-a8bf-4a77-8a02-af180118b08a,steel,https://portal-images.azureedge.net/auctions-2022/bscm-10335/images/cacbf59d-739b-410b-af4d-af18013d7531.jpg?h=175,15 Nov 2022 11:00 ET,"Fort Worth, Texas","Aprox. 30"" wide x 30"" high Stainless Steel Mixing Tank (Located Fort Worth, TX)",71,Multi,mdavisgroup,"Aprox. 30"" wide x 30"" high Stainless Steel Mixing Tank (Located Fort Worth, TX)"
https://bid.mdavisgroup.com/auctions/8357/bscm-10335/lot-details/31077602-d5ef-4b1f-9de8-af180118b08a,steel,https://portal-images.azureedge.net/auctions-2022/bscm-10335/images/d2798903-1cbe-40c4-b40b-af18013d8104.jpg?h=175,15 Nov 2022 11:00 ET,"Fort Worth, Texas","Stainless Steel Mixing Tank, Aprox. 36"" wide x 36"" high (Located Fort Worth, TX)",66,Multi,mdavisgroup,"Stainless Steel Mixing Tank, Aprox. 36"" wide x 36"" high (Located Fort Worth, TX)"
https://bid.mdavisgroup.com/auctions/8351/bscm-10350/lot-details/b403e25d-9cae-48fd-9fed-af1e014ab49f,steel,https://portal-images.azureedge.net/tenants/shared/image-not-found.png?h=175,09 Nov 2022 11:00 ET,"Showmakersville, Pennsylvania","Stainless Steel Table Top Conveyor - 120""L x 2""W Chain",86,Bottling and Packaging Equipment Auction,mdavisgroup,"Stainless Steel Table Top Conveyor  - 120""L x 2""W Chain"
https://bid.mdavisgroup.com/auctions/8357/bscm-10335/lot-details/ed8af3ae-48c5-4fed-9e5e-af180118b08e,steel,https://portal-images.azureedge.net/auctions-2022/bscm-10335/images/eaf04065-6e4d-4a23-9523-af18013d6039.jpg?h=175,15 Nov 2022 11:00 ET,"Fort Worth, Texas","Groen TA-300 SP Stainless Steel Jacketed Kettle, Serial # 05685 (Located Fort Worth, TX)",83,Multi,mdavisgroup,
https://bid.mdavisgroup.com/auctions/8357/bscm-10335/lot-details/11b59654-606c-420b-9f4e-af180118b08e,steel,https://portal-images.azureedge.net/auctions-2022/bscm-10335/images/e24d516b-58ce-4b24-be77-af18013d7328.jpg?h=175,15 Nov 2022 11:00 ET,"Fort Worth, Texas","Aprox. 30"" wide x 30"" high Stainless Steel Mixing Tank (Located Fort Worth, TX)",72,Multi,mdavisgroup,"Aprox. 30"" wide x 30"" high Stainless Steel Mixing Tank (Located Fort Worth, TX)"
https://bid.mdavisgroup.com/auctions/8357/bscm-10335/lot-details/8f62361a-a417-4c4c-82c7-af180118b093,steel,https://portal-images.azureedge.net/auctions-2022/bscm-10335/images/8d5e03f8-6be6-412c-8213-af18013d5622.jpg?h=175,15 Nov 2022 11:00 ET,"Fort Worth, Texas","Chicago Stainless Steel 100 Gallon Jacketed Tank, S/N 619 (Located Fort Worth, TX)",88,Multi,mdavisgroup,"Chicago Stainless Steel 100 Gallon Jacketed Tank, S/N 619 (Located Fort Worth, TX)"
https://bid.mdavisgroup.com/auctions/8351/bscm-10350/lot-details/70fadfb1-5232-4cb7-9647-af1e014ab75e,steel,https://portal-images.azureedge.net/tenants/shared/image-not-found.png?h=175,09 Nov 2022 11:00 ET,"Showmakersville, Pennsylvania",West Machine Pharmaceutical Grade Capping Machine - Stainless Steel unit on wheels - 1/3 HP,1170,Bottling and Packaging Equipment Auction,mdavisgroup,West Machine Pharmaceutical Grade Capping Machine   - Stainless Steel unit on wheels  - 1/3 HP Motor - 36' L x 21' W x 57' H
https://bid.mdavisgroup.com/auctions/8351/bscm-10350/lot-details/c9692c3e-fa35-47de-a9f9-af1e014ab49f,steel,https://portal-images.azureedge.net/tenants/shared/image-not-found.png?h=175,09 Nov 2022 11:00 ET,"Showmakersville, Pennsylvania",Stainless Steel Tabletop Conveyor - 10' long x 4-1/2 inch table top chain - DC powered gearhead,190,Bottling and Packaging Equipment Auction,mdavisgroup,Stainless Steel Tabletop Conveyor   - 10' long x 4-1/2 inch table top chain   - DC powered gearhead drive.
https://bid.mdavisgroup.com/auctions/8351/bscm-10350/lot-details/d58ac874-2ce5-4ba4-a685-af1e014ab5de,plate,https://portal-images.azureedge.net/tenants/shared/image-not-found.png?h=175,09 Nov 2022 11:00 ET,"Showmakersville, Pennsylvania",PE 18 Head Rotary Roll Fed Labeler - PE Model Rollmatic Rotary Labeler - 18 Head Bells on 5-1/2”,510,Bottling and Packaging Equipment Auction,mdavisgroup,PE 18 Head Rotary Roll Fed Labeler  - PE Model Rollmatic Rotary Labeler  - 18 Head Bells on 5-1/2” centers w/ 4” plates - 2 Glue Pods - Allen Bradley SLC 5/05 PLC Controls - PowerFlex 40VFD  - 1606 XL Power Supply  - Allen Bradley Versa View - CE1000H PanelView Display - Max Label Height: 11” - Footprint: 90 in W x 110 in Deep (cabinet base dims) - 4-1/2' tabletop chain conveyor set 45 in from floor - Conveyor Length: 121” - Infeed Star Diameter: 7” - Infeed Star Number of Pockets: 3  - Discharge Star Diameter: 7” - Discharge Star Number of Pockets: 3 - Counter-balanced vertical opening enclosure doors - 480 V 3 phase power - Speeds to 600 containers per minute - Machine Overall Dimensions: 90” L x 110” W x 83” H
